probe,scene,N,q_light,ho_psnr,ho_mae
A,2989fed94cf84cc8bddefad13d208932,1,2,18.123423091949537,0.11005893349647522
A,2989fed94cf84cc8bddefad13d208932,2,2,18.12341810333323,0.1100589707493782
A,2989fed94cf84cc8bddefad13d208932,3,2,18.123422566831763,0.11005885899066925
A,29bc29d28a574da5a81e51a7bdccc563,1,2,15.424917043642827,0.15809157490730286
A,29bc29d28a574da5a81e51a7bdccc563,2,2,15.425396079230962,0.158079594373703
A,29bc29d28a574da5a81e51a7bdccc563,3,2,15.426093003910406,0.15805336833000183
A,29dd1b62f2a74a1f85cad5fede2fc423,1,2,11.929102985919815,0.18327009677886963
A,29dd1b62f2a74a1f85cad5fede2fc423,2,2,11.929103490447208,0.18327012658119202
A,29dd1b62f2a74a1f85cad5fede2fc423,3,2,11.929103490447208,0.1832701563835144
A,29dfbc6436484061ba94690407c5f8fd,1,2,11.735680008028721,0.25814905762672424
A,29dfbc6436484061ba94690407c5f8fd,2,2,11.735676147629466,0.2581491470336914
A,29dfbc6436484061ba94690407c5f8fd,3,2,11.735676630179185,0.2581491470336914
A,2a37df8f84254af1aa4fca1efdbc4fe7,1,2,16.006800951655148,0.13415560126304626
A,2a37df8f84254af1aa4fca1efdbc4fe7,2,2,16.006799984010858,0.13415564596652985
A,2a37df8f84254af1aa4fca1efdbc4fe7,3,2,16.00679837127085,0.13415563106536865
A,2b59a3b183004c3c860337ceb41750c8,1,2,15.875535685131005,0.12157955765724182
A,2b59a3b183004c3c860337ceb41750c8,2,2,15.875535372186027,0.12157957255840302
A,2b59a3b183004c3c860337ceb41750c8,3,2,15.875536311021035,0.12157947570085526
A,2be296fc2d684166b4e0dcbe84d92337,1,2,14.022061618922772,0.17024193704128265
A,2be296fc2d684166b4e0dcbe84d92337,2,2,14.022064069689455,0.1702418327331543
A,2be296fc2d684166b4e0dcbe84d92337,3,2,14.022060802000853,0.1702418327331543
A,2c0aa3bfb16540fba4ba538a8c67f3b3,1,2,18.77777594360686,0.10891865938901901
A,2c0aa3bfb16540fba4ba538a8c67f3b3,2,2,18.77777594360686,0.10891865938901901
A,2c0aa3bfb16540fba4ba538a8c67f3b3,3,2,18.77777594360686,0.10891865938901901
A,2c3da301c24245ce9b25ce41e44a5b35,1,2,17.08549975588619,0.11261117458343506
A,2c3da301c24245ce9b25ce41e44a5b35,2,2,17.08573503774526,0.11260954290628433
A,2c3da301c24245ce9b25ce41e44a5b35,3,2,17.085828078904107,0.11260879784822464
A,2c60afeb98c3492f8007ac509de7698b,1,2,16.11675805323419,0.14313249289989471
A,2c60afeb98c3492f8007ac509de7698b,2,2,16.11674879031638,0.14313271641731262
