scene,N,subset,pixel_seed,init_mode,information,reconstruction_error,final_objective,grad_norm,proj_grad_norm
conf_cone_r04_d12,5,"0,3,10,16,30",765167931,global,-7.064326678358617,0.007175672799348831,0.00013760465662926435,0.000553114092338139,1.9431918859481812
conf_cone_r04_d12,5,"0,3,10,16,30",765167931,oracle_local,-7.064326678358617,0.0073561775498092175,0.00014499181997962296,0.0006272517080798411,2.4615511894226074
conf_cone_r04_d12,5,"5,10,13,19,22",1363054117,global,-7.086657604316368,0.006837969645857811,0.0001494654279667884,0.0005561160741230955,1.86907160282135
conf_cone_r04_d12,5,"5,10,13,19,22",1363054117,oracle_local,-7.086657604316368,0.007101847790181637,0.0001557031209813431,0.0005953092630810353,2.1197032928466797
conf_cone_r04_d12,5,"3,4,8,14,16",1524796852,global,-7.127650605025241,0.0074628060683608055,0.00011241019092267379,0.000531575648775767,2.1810104846954346
conf_cone_r04_d12,5,"3,4,8,14,16",1524796852,oracle_local,-7.127650605025241,0.007679666858166456,0.00012163115025032312,0.0006462511294804866,3.045773983001709
conf_cone_r04_d12,5,"5,17,26,27,28",1607972230,global,-7.158704923583008,0.0066431136801838875,0.00013923458755016327,0.0005632382849580681,2.011881113052368
conf_cone_r04_d12,5,"5,17,26,27,28",1607972230,oracle_local,-7.158704923583008,0.006970237009227276,0.00014521341654472053,0.0006277430733997355,2.4024925231933594
conf_egg,3,"5,22,23",1911755120,global,-7.203863470813362,0.010379630140960217,0.00014591580838896334,0.00044850424451124715,1.631666898727417
conf_egg,3,"5,22,23",1911755120,oracle_local,-7.203863470813362,0.006700458936393261,0.0001200824772240594,0.000540975857957917,2.7057077884674072
conf_egg,3,"15,18,21",1761114001,global,-7.275398519391395,0.015177261084318161,0.0001584721903782338,0.00042955808737327596,1.4870672225952148
conf_egg,3,"15,18,21",1761114001,oracle_local,-7.275398519391395,0.007235435303300619,0.00012211062130518258,0.0005384352704327196,2.614654064178467
conf_egg,3,"5,21,23",1693859239,global,-7.162510005866612,0.013650033622980118,0.0001763067557476461,0.0004237240173649647,1.329063057899475
conf_egg,3,"5,21,23",1693859239,oracle_local,-7.162510005866612,0.006630185525864363,0.0001256931573152542,0.0005280213754628913,2.4002795219421387
conf_egg,3,"2,17,31",1543874381,global,-7.850175092562403,0.012676108628511429,0.00011635180271696299,0.00041523337189827773,1.6771560907363892
conf_egg,3,"2,17,31",1543874381,oracle_local,-7.850175092562403,0.007512398064136505,0.0001108870783355087,0.0005269127210482197,2.713407278060913
