domain,scene,E_S3,E_S3_new,E_S3_dup,d_new,d_dup
analytic_noisy_sh,1907da7461054e5ba6885302c08c2677,0.01223520003259182,0.01276309322565794,0.012507096864283085,-0.0005278931930661201,-0.0002718968316912651
analytic_noisy_sh,191df4fa5f48453d81ede86ed863a3c2,0.053835298866033554,0.056205619126558304,0.05368553474545479,-0.0023703202605247498,0.00014976412057876587
analytic_noisy_sh,193c0e81efc74ed0bd5834586cf3fe8f,0.04941817745566368,0.05437496304512024,0.049708981066942215,-0.004956785589456558,-0.00029080361127853394
analytic_noisy_sh,195a37929e644c3dbfbe25de252b0969,0.04922499135136604,0.05269422009587288,0.054122444242239,-0.003469228744506836,-0.004897452890872955
analytic_noisy_sh,1ada36a1a86a4bdaaa106bee7d9ac67d,0.04317205771803856,0.04630552604794502,0.04362855479121208,-0.0031334683299064636,-0.00045649707317352295
analytic_noisy_sh,1b98302c1ed9406a8343b3d39d6c5095,0.00014744917280040681,0.00014744917280040681,0.00014744904183316976,0.0,1.3096723705530167e-10
analytic_noisy_sh,1bbd90606751424ca876f2c94e183784,0.017350688576698303,0.017428364604711533,0.01721237041056156,-7.767602801322937e-05,0.00013831816613674164
analytic_noisy_sh,1bc61e7f64a54ccc9f3942b874779522,0.034090425819158554,0.036418307572603226,0.034557536244392395,-0.0023278817534446716,-0.00046711042523384094
analytic_noisy_sh,1d29f591697e493387d51a116b895934,0.018367949873209,0.019150005653500557,0.018168605864048004,-0.0007820557802915573,0.00019934400916099548
analytic_noisy_sh,1dbcb5f847804c75822615e161505d83,0.00014709336392115802,0.00014709436800330877,0.00014709231618326157,-1.0040821507573128e-09,1.0477378964424133e-09
analytic_noisy_sh,1e5929958e9d4fd5b0b8cdeaf2752d01,0.01685161143541336,0.017851412296295166,0.01704963482916355,-0.0009998008608818054,-0.00019802339375019073
analytic_noisy_sh,1ea9f54daa68475d867243576d94e9b5,0.03580288216471672,0.037958621978759766,0.03647502139210701,-0.002155739814043045,-0.0006721392273902893
analytic_noisy_sh,1eeefd2d22dd4b6c8ec6fbfa1f885d01,0.022155331447720528,0.023569634184241295,0.022871021181344986,-0.0014143027365207672,-0.0007156897336244583
analytic_noisy_sh,1f6c403e514e4d259ecb329543003c3d,0.01610991545021534,0.016388896852731705,0.01632060296833515,-0.00027898140251636505,-0.000210687518119812
analytic_noisy_sh,1f899649bb9f4e51a031668b0a97d438,0.0054319147020578384,0.005394022911787033,0.005520911887288094,3.789179027080536e-05,-8.899718523025513e-05
analytic_noisy_sh,202304220aef4cac84572ec4a072bf68,0.016560588032007217,0.0168977789580822,0.016919132322072983,-0.0003371909260749817,-0.0003585442900657654
analytic_noisy_sh,210f600a968c47e4abeed9c8d25f36bd,0.0001476060424465686,0.0001476063916925341,0.00014760642079636455,-3.4924596548080444e-10,-3.7834979593753815e-10
analytic_noisy_sh,21228b0cf30745efbf0842c86f34e584,0.013850461691617966,0.013732763938605785,0.01456157211214304,0.00011769775301218033,-0.000711110420525074
analytic_noisy_sh,2242ba8057ed45c998208ca71cd13b3e,0.017084771767258644,0.018168380483984947,0.01729741506278515,-0.001083608716726303,-0.00021264329552650452
