domain,model,scene,N,si_mae_A,light_dir_err,light_shape_err
analytic15_sh,sh,086be698bca14d7791d9032884909954,7,0.023846473544836044,13.784056782222068,0.46637822578506266
analytic15_sh,sh,086be698bca14d7791d9032884909954,10,0.014122436754405499,8.803137648929694,0.3954371655958967
analytic15_sh,sh,086be698bca14d7791d9032884909954,15,0.01453282218426466,10.614855642750852,0.42680076321522953
analytic15_sh,sh,087ca366dee64594bba4189b31dd7a45,1,0.025682153180241585,19.99844610341299,0.5750712754322056
analytic15_sh,sh,087ca366dee64594bba4189b31dd7a45,2,0.02800164371728897,16.070422658922933,0.4834482276895815
analytic15_sh,sh,087ca366dee64594bba4189b31dd7a45,3,0.01703067310154438,20.853100840607066,0.5782102826359802
analytic15_sh,sh,087ca366dee64594bba4189b31dd7a45,5,0.014012984000146389,26.200427452678486,0.6753898969589031
analytic15_sh,sh,087ca366dee64594bba4189b31dd7a45,7,0.018665587529540062,19.517279806951244,0.5692083691027372
analytic15_sh,sh,087ca366dee64594bba4189b31dd7a45,10,0.01515858806669712,18.99728559491566,0.5804533664492866
analytic15_sh,sh,087ca366dee64594bba4189b31dd7a45,15,0.015317576937377453,18.738313197090672,0.574021150972333
analytic15_sh,sh,08aab5b01d384e0082c56c17fc9f2245,1,0.00014691866817884147,43.36313075041548,0.9986181801368522
analytic15_sh,sh,08aab5b01d384e0082c56c17fc9f2245,2,0.00014691856631543487,44.67632957699581,0.9483873599262335
analytic15_sh,sh,08aab5b01d384e0082c56c17fc9f2245,3,0.00014691843534819782,80.61524949168921,1.0299757503879736
analytic15_sh,sh,08aab5b01d384e0082c56c17fc9f2245,5,0.0001469182752771303,110.26033500349108,1.0653327838979347
analytic15_sh,sh,08aab5b01d384e0082c56c17fc9f2245,7,0.0001469190901843831,72.31730647992086,1.0684395792100607
analytic15_sh,sh,08aab5b01d384e0082c56c17fc9f2245,10,0.0001469188428018242,90.15387171254297,1.1050168982846202
analytic15_sh,sh,08aab5b01d384e0082c56c17fc9f2245,15,0.0001469181152060628,76.55144327219718,1.1111329205364482
analytic15_sh,sh,08bc3a0eec7042389949e2c5ad9bf700,1,0.05881756916642189,11.680362567926359,0.5232692218333891
analytic15_sh,sh,08bc3a0eec7042389949e2c5ad9bf700,2,0.06788624823093414,10.696568298480905,0.3914282382676604
analytic15_sh,sh,08bc3a0eec7042389949e2c5ad9bf700,3,0.010795118287205696,9.09877373101528,0.43263347918333245
analytic15_sh,sh,08bc3a0eec7042389949e2c5ad9bf700,5,0.008769720792770386,9.764754970578743,0.4309918322234731
analytic15_sh,sh,08bc3a0eec7042389949e2c5ad9bf700,7,0.011790398508310318,9.159870659753517,0.39773161806143725
analytic15_sh,sh,08bc3a0eec7042389949e2c5ad9bf700,10,0.00928569957613945,8.03934063078825,0.3781516812979705
analytic15_sh,sh,08bc3a0eec7042389949e2c5ad9bf700,15,0.009458618238568306,9.336218109930737,0.3864994729348858
analytic15_sh,sh,099450527f614a3e81baf1fe4fe087ab,1,0.10274754464626312,0.7103760244038191,0.3436672327527357
analytic15_sh,sh,099450527f614a3e81baf1fe4fe087ab,2,0.12073834240436554,7.113556672039155,0.33391162280323183
analytic15_sh,sh,099450527f614a3e81baf1fe4fe087ab,3,0.02398754097521305,5.028615580893169,0.2868140455673293
analytic15_sh,sh,099450527f614a3e81baf1fe4fe087ab,5,0.02028467133641243,4.795372954518329,0.29582264133109243
analytic15_sh,sh,099450527f614a3e81baf1fe4fe087ab,7,0.02552974224090576,7.31387110258848,0.32335487654522377
analytic15_sh,sh,099450527f614a3e81baf1fe4fe087ab,10,0.021363908424973488,4.499643739292294,0.2714207064741129
analytic15_sh,sh,099450527f614a3e81baf1fe4fe087ab,15,0.02168925479054451,6.037267581185847,0.2939973245351608
analytic15_sh,sh,09fb340c826c402683eca48320936aec,1,0.00014792977890465409,51.182922573108115,1.0360204657404484
analytic15_sh,sh,09fb340c826c402683eca48320936aec,2,0.00014793011359870434,43.33791073760929,0.9347165648130309
analytic15_sh,sh,09fb340c826c402683eca48320936aec,3,0.00014793046284466982,81.09984260449862,0.9908782573254026
analytic15_sh,sh,09fb340c826c402683eca48320936aec,5,0.00014792964793741703,116.07065649451654,1.0452276114219403
analytic15_sh,sh,09fb340c826c402683eca48320936aec,7,0.00014792931324336678,70.4472178328125,1.013710814752299
analytic15_sh,sh,09fb340c826c402683eca48320936aec,10,0.00014793021546211094,96.87688970828819,1.0710539215410404
analytic15_sh,sh,09fb340c826c402683eca48320936aec,15,0.0001479306083638221,84.24018284482402,1.0853759383183084
analytic15_sh,sh,0a354259149c4930bac9bab65ce89cdd,1,0.021945927292108536,27.6230727687037,0.6637945853432791
analytic15_sh,sh,0a354259149c4930bac9bab65ce89cdd,2,0.02385381981730461,15.397874783055983,0.4275435812422447
analytic15_sh,sh,0a354259149c4930bac9bab65ce89cdd,3,0.013907522894442081,13.941031905380749,0.5700429942618793
analytic15_sh,sh,0a354259149c4930bac9bab65ce89cdd,5,0.011841317638754845,21.44353000886744,0.7702096864000418
analytic15_sh,sh,0a354259149c4930bac9bab65ce89cdd,7,0.015049274079501629,13.764236135825495,0.5110802789268787
analytic15_sh,sh,0a354259149c4930bac9bab65ce89cdd,10,0.012750163674354553,14.942690193450627,0.6799895463026846
analytic15_sh,sh,0a354259149c4930bac9bab65ce89cdd,15,0.012809914536774158,15.416816329674727,0.6677925980370519
analytic15_sh,sh,0a39c8c2a2df48b6a072da1d9306cf36,1,0.09283387660980225,19.99844610341299,0.6916172721565252
analytic15_sh,sh,0a39c8c2a2df48b6a072da1d9306cf36,2,0.09070800989866257,13.406385735566346,0.5303830763142057
analytic15_sh,sh,0a39c8c2a2df48b6a072da1d9306cf36,3,0.02461565099656582,7.5283595104680385,0.3727245488279512
analytic15_sh,sh,0a39c8c2a2df48b6a072da1d9306cf36,5,0.016189828515052795,9.724085325951558,0.3756174265019402
analytic15_sh,sh,0a39c8c2a2df48b6a072da1d9306cf36,7,0.029536979272961617,10.630588320317452,0.4092063561637591
analytic15_sh,sh,0a39c8c2a2df48b6a072da1d9306cf36,10,0.019132500514388084,6.886201137245257,0.3663697429112536
analytic15_sh,sh,0a39c8c2a2df48b6a072da1d9306cf36,15,0.019591331481933594,8.570078376914648,0.35328518375469187
analytic15_sh,sh,0ae2a05bf20c4b028b86c33e26aa9e0c,1,0.08502047508955002,19.99844610341299,0.6083011090652378
analytic15_sh,sh,0ae2a05bf20c4b028b86c33e26aa9e0c,2,0.08601422607898712,15.676754908944627,0.47335636142349796
analytic15_sh,sh,0ae2a05bf20c4b028b86c33e26aa9e0c,3,0.02863318659365177,15.672837825622437,0.5131342000051906
analytic15_sh,sh,0ae2a05bf20c4b028b86c33e26aa9e0c,5,0.023693496361374855,17.03340612434435,0.5343259378704261
analytic15_sh,sh,0ae2a05bf20c4b028b86c33e26aa9e0c,7,0.030944477766752243,15.840176918412444,0.5110271194650983
analytic15_sh,sh,0ae2a05bf20c4b028b86c33e26aa9e0c,10,0.025052916258573532,14.950548726710483,0.49216546627889474
analytic15_sh,sh,0ae2a05bf20c4b028b86c33e26aa9e0c,15,0.025527210906147957,14.787824276710486,0.485697887589492
analytic15_sh,sh,0af17e65f26647cc99709f7d15944994,1,0.07309466600418091,19.31929046624347,0.5186122570688697
