P,N,cutoff,path,full_lam_min_pos_norm,full_lam_max_norm,full_logdet_pos_norm,full_a_opt_pos_norm,full_d_pos,full_trace,full_min_eig,full_gauge_residual,full_offdiag_max,rank_Fk_min,active_frac_min,boundary_frac_max,scene,subset
1000,8,1e-08,dense,7.158129119116544e-07,0.002455744286713212,-7.23853603269923,5305.570949382537,999,1904.7363548513774,-7.89247139865168e-14,3.3989568161646496e-14,0.15391593923879943,9,0.572,0.0,conf_torus_R05_r02,"2,5,12,21,27,28,30,31"
1000,8,1e-08,dense,1.299292768259807e-06,0.002581452346630059,-7.172813941268079,3768.1433166094166,999,1540.6781221655579,-9.1474570973471e-14,4.009486648925281e-14,0.14490861859268084,9,0.461,0.0,conf_torus_R05_r02,"4,8,9,15,22,25,29,31"
1000,8,1e-08,dense,1.2675321681334366e-06,0.0019367328058292172,-7.065107107286483,3401.2552465189324,999,2048.490332176285,7.704470741942693e-14,4.5048759746587147e-14,0.14760044420623053,9,0.49,0.0,conf_torus_R05_r02,"0,5,9,15,24,27,30,31"
1000,8,1e-08,dense,8.681789980514682e-07,0.0018284756017846477,-7.080858054638006,3811.587497594142,999,2425.0365297894664,9.853402815895847e-14,3.1766957339807305e-14,0.12337003996250259,9,0.709,0.0,conf_torus_R05_r02,"0,6,11,16,18,24,25,31"
1000,8,1e-08,dense,9.15691045391089e-07,0.0021606481885656937,-7.084139277658013,3954.9156699163727,999,1974.6325769503378,-3.4433090059793336e-13,9.198402936138998e-14,0.1385290559694845,9,0.583,0.0,conf_torus_R05_r02,"0,13,15,17,24,27,28,30"
1000,8,1e-08,dense,1.5269471375052936e-06,0.0022088980337144873,-7.223726623899609,4010.837560801558,999,1654.9198034424135,-1.8687875586810488e-13,6.232958215569577e-14,0.11493871251214871,9,0.496,0.0,conf_torus_R05_r02,"1,2,5,9,17,26,28,29"
1000,8,1e-08,dense,1.2314669430608191e-06,0.0023813580203554297,-7.15253480419171,3889.936861242585,999,1614.2858205552532,7.985886257833028e-14,3.116602392514944e-14,0.11733621814198497,9,0.549,0.0,conf_torus_R05_r02,"1,5,13,17,22,23,25,27"
1000,8,1e-08,dense,1.0620246424563288e-06,0.002278593722185511,-7.209769015350427,4599.700232252044,999,1776.6698100717363,-1.7330017629269e-13,6.622776520998985e-14,0.11722027241405147,9,0.501,0.0,conf_torus_R05_r02,"1,2,9,10,15,16,23,29"
1000,8,1e-08,dense,1.6656332506898508e-06,0.0036389989236505246,-7.299680885755376,4659.951538236918,999,1207.8139795642605,-5.862151042368424e-14,3.620692552663489e-14,0.1444843220097389,9,0.482,0.0,conf_torus_R05_r02,"3,6,9,14,22,23,27,28"
1000,8,1e-08,dense,1.365598341805501e-06,0.0029026114994542035,-7.284031502930282,4853.253563810791,999,1283.8740641400707,-1.0967872207268017e-13,3.698940995672796e-14,0.14662272383687588,9,0.551,0.0,conf_torus_R05_r02,"1,6,8,12,16,17,25,30"
1000,8,1e-08,dense,7.727532171958744e-07,0.004188806658396242,-7.508559258296922,9262.883834061631,999,994.4567919789973,-3.240648445120356e-14,2.356421330544932e-14,0.14123188415393978,9,0.468,0.0,conf_torus_R05_r02,"3,4,9,14,19,22,25,28"
1000,8,1e-08,dense,1.416061911690037e-06,0.0029587923393308694,-7.201494865467177,3979.367421920521,999,1383.8489550240074,-1.0558524540793535e-13,2.9164921990523593e-14,0.13296458683581575,9,0.484,0.0,conf_torus_R05_r02,"3,7,9,12,22,26,30,31"
1000,8,1e-08,dense,7.217323277835272e-07,0.0023793211728724752,-7.271877206706151,6779.4991985415745,999,1920.0688201905543,-1.1239707081722727e-14,3.658711496029298e-14,0.15314147361885816,9,0.593,0.0,conf_torus_R05_r02,"11,15,16,17,24,26,28,30"
1000,8,1e-08,dense,1.8961170943880043e-06,0.003164777092122892,-7.142970348078312,2913.1763773108582,999,1226.3206270055612,-2.019990077983814e-13,5.939238249964753e-14,0.13935562582829208,9,0.481,0.0,conf_torus_R05_r02,"1,6,8,9,20,23,25,28"
1000,8,1e-08,dense,7.531268484781259e-07,0.0017614099681538486,-7.095361248357916,4741.514395317478,999,2591.309378235991,-4.486777361202421e-13,1.1404974393656915e-13,0.10625254313886259,9,0.433,0.0,conf_torus_R05_r02,"2,4,5,13,16,18,21,27"
1000,8,1e-08,dense,6.732393499920548e-07,0.0017819074205642803,-7.078167559439801,5000.995918673662,999,2747.9079137074514,-2.7593771560511326e-13,6.665955196444827e-14,0.134115004292702,9,0.571,0.0,conf_torus_R05_r02,"5,8,11,13,17,21,24,27"
1000,8,1e-08,dense,8.112785052735213e-07,0.003488335089361953,-7.3466347341704,6310.362947097451,999,1295.5982372709143,-1.2050778271113457e-13,7.002014652203547e-14,0.1609745306499824,9,0.444,0.0,conf_torus_R05_r02,"4,14,17,19,21,22,25,26"
1000,8,1e-08,dense,9.512440039431058e-07,0.0020195414030911075,-7.101929468287329,3770.6475733991897,999,2144.2394041334946,-9.113499885304854e-14,2.7109335315565693e-14,0.14867591806038905,9,0.731,0.0,conf_torus_R05_r02,"0,3,11,20,25,28,29,31"
1000,8,1e-08,dense,1.2060208286770202e-06,0.002429895529350527,-7.241825519861461,4768.148962211001,999,1501.7565691820432,-6.940675944668163e-14,4.835705361913327e-14,0.11423202107522341,9,0.484,0.0,conf_torus_R05_r02,"1,9,11,12,18,24,25,26"
1000,8,1e-08,dense,1.0912399472942338e-06,0.002554950493234639,-7.200177870641806,4346.117545341705,999,1619.9372196346935,-3.0658396720673524e-13,8.589640337276316e-14,0.1682500008750687,9,0.463,0.0,conf_torus_R05_r02,"9,10,13,17,21,22,25,28"
1000,8,1e-08,dense,6.316932900819937e-07,0.002866232691179867,-7.272022978893007,6350.600020431008,999,1654.3069547057153,-5.6017746390417573e-14,2.8871018252243034e-14,0.1543403916896265,9,0.585,0.0,conf_torus_R05_r02,"7,12,16,20,21,23,27,28"
1000,8,1e-08,dense,1.2942982426353946e-06,0.0028173996083514373,-7.093740881632801,3218.8700716784065,999,1630.8120494178086,-2.1509890787837666e-14,3.654711436371224e-14,0.1626316329287333,9,0.435,0.0,conf_torus_R05_r02,"0,4,18,22,24,25,27,30"
1000,8,1e-08,dense,9.285781102030192e-07,0.0017720628160220206,-7.117056407113975,4409.703824310436,999,2188.976730364834,1.2506185323446495e-13,4.9490138679933325e-14,0.11032211882677881,9,0.429,0.0,conf_torus_R05_r02,"3,4,11,16,18,20,26,28"
1000,8,1e-08,dense,2.0056009147060613e-06,0.0028723203950142603,-7.040663617003437,2386.684231124153,999,1355.440154457659,-1.0437690792878302e-13,3.9889786949520445e-14,0.12769930160671925,9,0.564,0.0,conf_torus_R05_r02,"0,2,7,12,19,22,27,30"
1000,8,1e-08,dense,8.23933456776093e-07,0.002528003404133125,-7.313844177278998,8094.803870654706,999,1699.647405847636,-3.8013530581138183e-13,1.0714946549880635e-13,0.15002586536886658,9,0.567,0.0,conf_torus_R05_r02,"6,15,17,18,19,25,26,29"
1000,8,1e-08,dense,1.3175799320534977e-06,0.002964737635571249,-7.337600843211623,6750.195723294524,999,1382.768540918498,2.2235338570375518e-13,6.798687793510928e-14,0.1446039264422847,9,0.531,0.0,conf_torus_R05_r02,"1,12,17,18,19,23,25,29"
1000,8,1e-08,dense,9.404088028182409e-07,0.0018795760416412152,-7.10872250356973,3908.6634717615925,999,2262.4452624286673,4.779596857185098e-14,6.059011970760363e-14,0.15176598274626193,9,0.492,0.0,conf_torus_R05_r02,"3,6,8,9,11,18,23,24"
1000,8,1e-08,dense,2.5552927106445814e-06,0.0023116955286876235,-7.042255019695527,2318.4429865608245,999,1443.1425346947085,2.936925876092442e-13,1.1239907626420805e-13,0.11330259490875991,9,0.539,0.0,conf_torus_R05_r02,"0,1,2,7,15,17,24,30"
1000,8,1e-08,dense,2.493334506941006e-06,0.0033638483302811362,-7.127923346889458,2752.040943374433,999,1064.7290904716522,-9.453852631291504e-14,3.7900428045449533e-14,0.13033941001633362,9,0.448,0.0,conf_torus_R05_r02,"1,4,8,12,14,20,23,25"
1000,8,1e-08,dense,9.114358683772568e-07,0.002174327341667468,-7.186573561250855,4288.210750548193,999,2044.2565547486683,-1.196586232876662e-13,3.555823124377696e-14,0.15005061835013622,9,0.469,0.0,conf_torus_R05_r02,"4,5,6,7,13,18,28,31"
1000,3,1e-08,dense,2.296823129055963e-07,0.0019374664874130753,-7.147197320865996,9222.620260847518,999,877.9149781531462,-2.044008273185613e-13,1.4599216319536867e-13,0.055436571064670356,9,0.869,0.0,conf_torus_R06_r035,"8,19,28"
1000,3,1e-08,dense,3.106434010970128e-08,0.0030895995332990995,-7.34899083902281,52876.26367598874,999,657.4653851511925,-1.0161261654399302e-13,5.885972725692158e-14,0.06534353887073088,9,0.737,0.0,conf_torus_R06_r035,"21,25,30"
1000,3,1e-08,dense,3.3865796270615057e-07,0.001545015013682725,-7.015214792246047,8516.319628247114,999,1339.3833968882868,8.014086967791287e-15,2.620893889098753e-14,0.03258079153411815,9,0.956,0.0,conf_torus_R06_r035,"0,5,24"
1000,3,1e-08,dense,1.1293823590737865e-08,0.004881618187048653,-8.11729954158229,351438.8737014885,935,394.0722886724435,-2.1011296226675966e-14,2.2293361594268632e-14,0.06360625639288954,9,0.575,0.0,conf_torus_R06_r035,"2,17,28"
1000,3,1e-08,dense,5.724435978132823e-08,0.002859246078434373,-7.3625691715647,48509.86476298671,999,696.4928136795365,5.200262029911408e-14,3.344199628129653e-14,0.05957027659376455,9,0.815,0.0,conf_torus_R06_r035,"11,15,23"
1000,3,1e-08,dense,8.115358662530257e-08,0.003072351147950457,-7.428204055176118,36470.220664197695,998,540.3913168176931,-1.623590476045964e-13,1.4611010253675122e-13,0.07142737127552155,9,0.664,0.0,conf_torus_R06_r035,"14,15,24"
1000,3,1e-08,dense,3.190716530198303e-07,0.002797207745353049,-7.4748035437709,14545.32481664425,999,438.90852160100684,-5.5088804510130835e-14,5.334553131476224e-14,0.041266922252746065,9,0.532,0.0,conf_torus_R06_r035,"1,12,18"
1000,3,1e-08,dense,1.4490487895637384e-08,0.0026539100121986065,-7.72623077651157,216533.90300261995,985,800.4618487165747,-1.1936285293501214e-13,9.280135803148341e-14,0.0696777111723732,9,0.791,0.0,conf_torus_R06_r035,"3,24,30"
1000,3,1e-08,dense,1.7595524101809193e-08,0.009548138986534793,-8.808463219817922,969958.6117990509,965,187.65365849569173,-1.2644535814352158e-16,8.073971414946322e-15,0.0667733767478306,9,0.443,0.0,conf_torus_R06_r035,"4,20,30"
1000,3,1e-08,dense,1.5333489244643464e-07,0.002600882029133492,-7.308019471852943,20189.93612536364,999,578.2925830547802,4.221325954330908e-14,4.191771124493614e-14,0.04678537162175853,9,0.585,0.0,conf_torus_R06_r035,"5,17,25"
1000,3,1e-08,dense,1.5853404921124603e-08,0.003193006821463715,-7.729714049680391,204087.43793601514,996,793.2651727744714,-8.844334752559289e-14,4.215785020859335e-14,0.0773952135409743,9,0.733,0.0,conf_torus_R06_r035,"18,20,31"
1000,3,1e-08,dense,1.1940550115952426e-08,0.003221378126517957,-7.5652886340478585,165853.04544862476,995,565.9596169817454,-5.7186236654052836e-15,3.955239970443377e-14,0.057888678671700555,9,0.699,0.0,conf_torus_R06_r035,"6,15,31"
1000,3,1e-08,dense,3.2829752414539715e-08,0.00399549524927234,-7.985349047252864,169521.64085513132,997,588.8462628399733,1.1391292643530194e-14,2.0008166278377474e-14,0.07649842918987407,9,0.546,0.0,conf_torus_R06_r035,"12,23,31"
1000,3,1e-08,dense,3.8487728648218006e-07,0.003231454347079519,-7.5818147798948345,20196.050652578833,999,476.46069409329306,-5.5778002439414694e-14,6.023427286848783e-14,0.05400857224754099,9,0.483,0.0,conf_torus_R06_r035,"7,9,18"
1000,3,1e-08,dense,9.748611077359751e-08,0.0019407102350832842,-7.128454593134121,22633.838385139556,999,1191.8834718487333,-4.0772309963329643e-13,1.8959887415938174e-13,0.054920282297311565,9,0.933,0.0,conf_torus_R06_r035,"8,23,26"
1000,3,1e-08,dense,2.377445224139831e-08,0.0036426873502116213,-8.034845540863083,381993.75986785546,963,591.4792644402334,-2.901017886843355e-16,4.623738734768252e-14,0.07886981489486969,9,0.715,0.0,conf_torus_R06_r035,"2,10,25"
1000,3,1e-08,dense,1.643318396351114e-08,0.002640436906339946,-7.524374521437206,230935.54697591285,997,898.6155387060128,-1.3379804263844553e-13,8.021347517283388e-14,0.08039062807373373,9,0.854,0.0,conf_torus_R06_r035,"5,23,28"
1000,3,1e-08,dense,1.6671886839197633e-08,0.00353351570593304,-7.751004993368305,177369.64425778767,981,561.1097850035318,-2.454018983843805e-16,8.422517618154683e-14,0.07008883672880667,9,0.71,0.0,conf_torus_R06_r035,"10,15,22"
1000,3,1e-08,dense,1.1405772808445455e-08,0.007572104029470827,-8.59819974811256,1089799.9958399783,936,263.571351698173,-5.6724327935198595e-15,2.9177050288661115e-14,0.07578852365301238,9,0.558,0.0,conf_torus_R06_r035,"12,15,25"
