scene,N,subset_id,subset_str,I_O,I_A
conf_two_spheres_row,3,69,"0,3,14",-6.4596040684115135,-6.459428480149596
conf_two_spheres_row,3,70,"0,3,15",-6.31823733786719,-6.318435991044253
conf_two_spheres_row,3,71,"0,3,16",-6.508526810985677,-6.508342295290906
conf_two_spheres_row,3,72,"0,3,17",-6.392700289232999,-6.392612398544779
conf_two_spheres_row,3,73,"0,3,18",-6.337107042009394,-6.33714186940743
conf_two_spheres_row,3,74,"0,3,19",-6.484207222010511,-6.484265339892937
conf_two_spheres_row,3,75,"0,3,20",-6.333990205938575,-6.333911291337808
conf_two_spheres_row,3,76,"0,3,21",-6.425912518058574,-6.425742941305912
conf_two_spheres_row,3,77,"0,3,22",-6.41635537329936,-6.416013003650867
conf_two_spheres_row,3,78,"0,3,23",-6.320086453420664,-6.320255046408748
conf_two_spheres_row,3,79,"0,3,24",-6.471756877524498,-6.471698540522796
conf_two_spheres_row,3,80,"0,3,25",-6.359110139660971,-6.358999407600421
conf_two_spheres_row,3,81,"0,3,26",-6.362016524061024,-6.36189586700882
conf_two_spheres_row,3,82,"0,3,27",-6.433943140987732,-6.433881504017372
conf_two_spheres_row,3,83,"0,3,28",-6.329291220997234,-6.32940619910004
conf_two_spheres_row,3,84,"0,3,29",-6.424482312371751,-6.42438459300226
conf_two_spheres_row,3,85,"0,3,30",-6.378250688301389,-6.378064031839149
conf_two_spheres_row,3,86,"0,3,31",-6.340516278413828,-6.340656572099658
conf_two_spheres_row,3,87,"0,4,5",-6.450407096879528,-6.450075040362131
conf_two_spheres_row,3,88,"0,4,6",-6.358865848707175,-6.358560695548438
conf_two_spheres_row,3,89,"0,4,7",-6.373996983458445,-6.373689122777438
conf_two_spheres_row,3,90,"0,4,8",-6.434688572360755,-6.4342886727418165
conf_two_spheres_row,3,91,"0,4,9",-6.3762570007405746,-6.375888284802968
conf_two_spheres_row,3,92,"0,4,10",-6.417773840637194,-6.417614655528429
conf_two_spheres_row,3,93,"0,4,11",-6.38995886154623,-6.389780661841016
conf_two_spheres_row,3,94,"0,4,12",-6.377257904240351,-6.376800269454888
conf_two_spheres_row,3,95,"0,4,13",-6.427362773144384,-6.426971295809885
conf_two_spheres_row,3,96,"0,4,14",-6.353714924473016,-6.353329379250834
conf_two_spheres_row,3,97,"0,4,15",-6.386900834446292,-6.386816571063454
conf_two_spheres_row,3,98,"0,4,16",-6.406422550096922,-6.406133280777472
conf_two_spheres_row,3,99,"0,4,17",-6.368921666462133,-6.368651091977999
conf_two_spheres_row,3,100,"0,4,18",-6.415783826816085,-6.415593799472646
conf_two_spheres_row,3,101,"0,4,19",-6.3708735616025605,-6.370726528110766
conf_two_spheres_row,3,102,"0,4,20",-6.372041514999328,-6.371758288030785
conf_two_spheres_row,3,103,"0,4,21",-6.402332369912448,-6.402004112131962
conf_two_spheres_row,3,104,"0,4,22",-6.355481792732608,-6.355143516028357
